	encoder	sensor
565	0.147201	0
566	0.147409	0
567	0.147616	0
568	0.147825	0
569	0.148034	0
570	0.148241	0
571	0.148447	0
572	0.148655	0
573	0.148864	0
574	0.149073	0
575	0.14928	0
576	0.149487	0
577	0.149697	0
578	0.149905	0
579	0.150111	0
580	0.15032	0
581	0.15053	0
582	0.150737	0
583	0.150943	0
584	0.151151	0
585	0.15136	0
586	0.151568	0
587	0.151774	0
588	0.151981	0
589	0.152191	0
590	0.152401	1
591	0.152608	1
592	0.152813	1
593	0.153022	1
594	0.15323	1
595	0.153438	0
596	0.153648	0
597	0.153856	0
598	0.154062	0
599	0.15427	0
600	0.154477	0
601	0.154685	0
602	0.154896	0
603	0.155104	0
604	0.15531	0
605	0.155519	0
606	0.155726	0
607	0.155932	0
608	0.15614	0
609	0.156351	0
610	0.156559	0
611	0.156765	0
612	0.156973	0
613	0.157181	0
614	0.157388	0
615	0.157596	0
616	0.157804	0
617	0.158014	0
618	0.158221	0
619	0.158427	0
620	0.158637	0
621	0.158846	0
622	0.159052	0
623	0.159259	0
624	0.159469	0
625	0.159678	0
626	0.159885	0
627	0.160091	0
628	0.1603	0
629	0.160509	0
630	0.160716	0
631	0.160923	0
632	0.161132	0
633	0.161339	0
634	0.161548	0
635	0.161755	0
636	0.161962	0
637	0.162172	0
638	0.162381	0
639	0.162589	1
640	0.162793	1
641	0.163	1
642	0.163209	1
643	0.163418	1
644	0.163627	0
645	0.163835	0
646	0.164042	0
647	0.164251	0
648	0.164458	0
649	0.164664	0
650	0.164874	0
651	0.165085	0
652	0.165292	0
653	0.165498	0
654	0.165705	0
655	0.165913	0
656	0.166121	0
657	0.16633	0
658	0.166538	0
659	0.166746	0
660	0.166952	0
661	0.16716	0
662	0.167369	0
663	0.167578	0
664	0.167785	0
665	0.167992	0
666	0.168202	0
667	0.168409	0
668	0.168615	0
669	0.168823	0
670	0.169033	0
671	0.169241	0
672	0.169448	0
673	0.169655	0
674	0.169865	0
675	0.170073	0
676	0.170279	0
677	0.170489	0
678	0.170697	0
679	0.170904	0
680	0.171112	0
681	0.171318	0
682	0.171527	0
683	0.171736	0
684	0.171942	0
685	0.172149	0
686	0.17236	1
687	0.172569	1
688	0.172774	1
689	0.172981	1
690	0.17319	1
691	0.173398	1
692	0.173607	0
693	0.173815	0
694	0.174023	0
695	0.174231	0
696	0.174436	0
697	0.174645	0
698	0.174855	0
699	0.175065	0
700	0.175271	0
701	0.175477	0
702	0.175686	0
703	0.175894	0
704	0.176101	0
705	0.17631	0
706	0.176518	0
707	0.176725	0
708	0.176933	0
