1	0.001831055
2	0.001373291
3	0.000915527
4	0.000457764
5	0
6	0
7	0
8	0
9	0.000457764
10	0.000457764
11	0.000457764
12	0.000457764
13	0.000457764
14	0.000457764
15	0.000457764
16	0.000457764
17	0.000457764
18	0.000457764
19	0.000457764
20	0.000457764
21	0
22	0
23	0.000457764
24	0.000457764
25	0.000457764
26	0.000457764
27	0
28	0.000457764
29	0
30	0.000457764
31	0.000457764
32	0
33	0.000915527
34	0.000457764
35	0.000457764
36	0.000457764
37	0.000457764
38	0.000457764
39	0.000457764
40	0
41	0.000457764
42	0.000457764
43	0.000457764
44	0.000457764
45	0.000457764
46	0.000457764
47	0.000457764
48	0.000457764
49	0.000457764
50	0.000915527
51	0.000457764
52	0.000457764
53	0.000457764
54	0.000915527
55	0.000457764
56	0.000457764
57	0.000457764
58	0.000457764
59	0.000915527
60	0.000915527
61	0.000915527
62	0.000915527
63	0.000915527
64	0.000915527
65	0.001373291
66	0.000915527
67	0.001373291
68	0.001373291
69	0.001373291
70	0.001373291
71	0.001831055
72	0.001831055
73	0.002288818
74	0.002746582
75	0.002746582
76	0.002746582
77	0.002746582
78	0.003204346
79	0.004119873
80	0.003662109
81	0.003662109
82	0.003662109
83	0.003662109
84	0.004119873
85	0.004577637
86	0.004119873
87	0.0050354
88	0.004577637
89	0.004577637
90	0.0050354
91	0.005493164
92	0.005493164
93	0.005950928
94	0.006408691
95	0.005950928
96	0.005950928
97	0.006408691
98	0.006408691
99	0.006866455
100	0.006866455
101	0.006408691
102	0.006866455
103	0.006866455
104	0.007324219
105	0.007781982
106	0.006408691
107	0.006408691
108	0.008239746
109	0.008239746
110	0.00869751
111	0.008239746
112	0.007781982
113	0.007781982
114	0.007781982
115	0.00869751
116	0.00869751
117	0.00869751
118	0.00869751
119	0.00869751
120	0.009613037
121	0.009613037
122	0.009613037
123	0.010528564
124	0.010528564
125	0.009613037
126	0.010528564
127	0.011901855
128	0.011901855
129	0.011901855
130	0.011901855
131	0.012817383
132	0.012817383
133	0.01373291
134	0.014190674
135	0.014648438
136	0.015563965
137	0.016479492
138	0.017852783
139	0.018768311
140	0.020141602
141	0.021057129
142	0.02243042
143	0.024719238
144	0.026092529
145	0.027923584
146	0.030212402
147	0.032501221
148	0.03616333
149	0.038909912
150	0.039825439
151	0.043029785
152	0.043945313
153	0.04486084
154	0.043945313
155	0.043487549
156	0.040740967
157	0.039367676
158	0.038452148
159	0.039367676
160	0.039825439
161	0.039825439
162	0.040283203
163	0.04119873
164	0.042114258
165	0.043487549
166	0.045318604
167	0.046691895
168	0.047607422
169	0.048065186
170	0.048065186
171	0.047607422
172	0.047149658
173	0.04486084
174	0.042114258
175	0.040283203
176	0.037078857
177	0.035705566
178	0.037078857
179	0.037078857
180	0.037536621
181	0.038909912
182	0.040283203
183	0.043487549
184	0.045776367
185	0.049438477
186	0.052642822
187	0.057220459
188	0.061340332
189	0.064086914
190	0.066833496
191	0.067749023
192	0.065917969
193	0.064544678
194	0.060882568
195	0.059967041
196	0.062713623
197	0.065002441
198	0.065917969
199	0.070037842
200	0.07232666
201	0.071868896
202	0.073242188
203	0.070495605
204	0.069122314
205	0.065002441
206	0.061798096
207	0.059509277
208	0.060424805
209	0.061798096
210	0.06729126
211	0.070495605
212	0.076446533
213	0.081939697
214	0.089263916
215	0.089263916
216	0.088806152
217	0.080566406
218	0.07598877
219	0.073242188
220	0.076446533
221	0.08102417
222	0.084228516
223	0.08605957
224	0.085601807
225	0.083770752
226	0.081939697
227	0.079193115
228	0.072784424
229	0.070037842
230	0.070037842
231	0.076904297
232	0.081939697
233	0.090179443
234	0.098876953
235	0.10345459
236	0.105285645
237	0.097961426
238	0.090637207
239	0.087432861
240	0.091552734
241	0.099334717
242	0.101623535
243	0.104370117
244	0.100250244
245	0.100708008
246	0.096588135
247	0.090179443
248	0.092926025
249	0.099334717
250	0.107116699
251	0.118560791
252	0.121307373
253	0.117645264
254	0.108032227
255	0.100708008
256	0.097045898
257	0.106658936
258	0.110778809
259	0.111694336
260	0.109405518
261	0.108032227
262	0.09979248
263	0.100250244
264	0.10345459
265	0.113067627
266	0.123138428
267	0.129089355
268	0.132293701
269	0.123596191
270	0.114440918
271	0.113525391
272	0.121307373
273	0.126342773
274	0.128631592
275	0.125427246
276	0.121765137
277	0.119476318
278	0.125427246
279	0.137329102
280	0.147857666
281	0.149688721
282	0.140533447
283	0.124969482
284	0.119934082
285	0.128173828
286	0.134124756
287	0.137329102
288	0.128173828
289	0.129089355
290	0.129089355
291	0.138702393
292	0.149688721
293	0.158843994
294	0.152893066
295	0.140075684
296	0.13458252
297	0.135040283
298	0.143737793
299	0.146484375
300	0.142364502
301	0.142364502
302	0.149230957
303	0.159301758
304	0.168914795
